7.80973e-09;-4.35108;-1.62328
0.0368326;-4.22059;-1.49795
0.0757058;-4.33718;-1.60221
0.112762;-4.3062;-1.62399
0.150449;-4.30829;-1.62369
0.189948;-4.35052;-1.62408
0.229388;-4.37698;-1.6241
0.263274;-4.30449;-1.62427
0.299411;-4.28178;-1.62442
0.341478;-4.33889;-1.6245
0.377755;-4.31776;-1.62531
0.416531;-4.32584;-1.62576
0.450468;-4.28592;-1.60278
0.486327;-4.26844;-1.5019
0.532586;-4.33756;-1.62648
0.618162;-4.69541;-1.6066
0.609029;-4.33347;-1.62778
0.706729;-4.72884;-1.60805
0.677655;-4.27855;-1.62809
0.77595;-4.6369;-1.60951
0.775154;-4.39612;-1.63059
0.874791;-4.71995;-1.38274
0.905687;-4.65936;-1.66099
5.6794;-27.9151;-0.625012
2.81932;-13.2639;-1.5389
7.49422;-33.8042;0.563641
6.99846;-30.3136;-0.403778
7.13464;-29.7179;-0.431022
8.37684;-33.5977;-0.501361
8.71467;-33.6971;1.375
9.07141;-33.855;1.325
6.11039;-21.3094;-0.78909
4.2503;-14.3488;-1.16454
7.13151;-23.3261;-0.71772
7.33424;-23.2613;-0.715033
6.73533;-20.7292;-0.716695
6.88939;-20.5902;-0.663823
7.06032;-20.5047;-0.612856
7.24715;-20.4653;-0.612256
4.53676;-12.4647;-1.55633
7.59114;-20.3034;-0.610359
7.75502;-20.2025;-0.608375
2.304;-5.84904;-1.61674
8.10345;-20.0567;-0.607959
8.31575;-20.076;-0.563037
2.45385;-5.78092;-1.37068
2.55293;-5.87134;-1.36706
2.56242;-5.7553;-1.51889
2.65739;-5.83112;-1.37014
9.0535;-19.4153;-0.797254
2.43134;-5.09742;-1.64026
2.40575;-4.93252;-1.61443
2.50867;-5.03162;-1.63308
2.5169;-4.93969;-1.63322
2.53502;-4.86974;-1.63868
2.63765;-4.96071;-1.64048
2.73001;-5.02805;-1.64066
2.75037;-4.96179;-1.64114
2.73092;-4.82689;-1.64993
2.84599;-4.9294;-1.64836
2.83949;-4.8205;-1.36989
2.84922;-4.74191;-1.42646
2.94882;-4.81204;-1.42607
2.98248;-4.77297;-1.42536
3.13304;-4.91789;-1.38541
3.05272;-4.70078;-1.59687
3.14277;-4.74821;-1.42577
3.18777;-4.72606;-1.42699
2.96387;-4.31246;-1.50181
2.99811;-4.28174;-1.5025
3.27728;-4.59457;-1.66004
3.33688;-4.59283;-1.42925
3.33515;-4.5072;-1.42956
3.37525;-4.47911;-1.42527
3.40303;-4.43491;-1.42791
3.36791;-4.31073;-1.46707
3.36144;-4.22591;-1.4684
3.91742;-4.83761;-1.52286
3.90723;-4.73985;-1.66853
4.10516;-4.89234;-1.67325
4.07123;-4.7668;-1.67419
4.1268;-4.74733;-1.67675
4.1873;-4.73288;-1.67699
4.24047;-4.70952;-1.67292
3.99593;-4.36079;-1.48747
4.37169;-4.68807;-1.36252
4.41145;-4.6487;-1.36323
5.16412;-5.3476;-1.56306
4.47915;-4.55802;-1.36317
5.36022;-5.36022;-1.56783
5.64884;-5.5511;-1.5651
4.61112;-4.4529;-1.36541
5.76962;-5.47516;-1.46561
5.17767;-4.82825;-1.24809
5.80953;-5.32345;-1.35767
4.96912;-4.47422;-1.42742
5.83952;-5.16637;-1.36765
5.0463;-4.38668;-1.42792
4.65229;-3.97343;-1.54969
6.48951;-5.44534;-1.54802
6.40961;-5.28368;-1.56274
5.66298;-4.58579;-1.5713
5.70577;-4.53857;-1.57106
5.77837;-4.51456;-1.56827
5.93597;-4.55483;-1.56951
5.56424;-4.19296;-1.49497
5.90464;-4.3692;-1.31698
5.62994;-4.09039;-1.49196
5.67344;-4.04683;-1.49258
6.7995;-4.76106;-1.63115
6.70152;-4.60583;-1.45031
5.27623;-3.55887;-1.61135
5.32329;-3.52341;-1.61178
5.34757;-3.47275;-1.61166
6.82933;-4.35076;-1.45512
8.48468;-5.30182;-1.15498
8.2961;-5.08385;-1.15686
