1.8092e-08;-10.0797;-1.74961
0.0885563;-10.1475;-1.45913
0.177624;-10.1761;-1.50196
0.268192;-10.2418;-1.46399
0.358367;-10.2623;-1.56916
2.47658;-31.468;-1.37889
0.704868;-8.05668;-1.75093
0.774284;-8.04124;-1.75145
4.35319;-38.2075;0.325
4.68164;-38.1289;-0.590343
1.24903;-9.48735;-1.72841
1.33142;-9.47353;-1.72873
2.20254;-14.7375;-1.70779
6.01529;-37.9791;-1.5554
6.34144;-37.895;-1.58984
6.67164;-37.8368;-1.58643
7.00186;-37.7787;-1.57711
7.30584;-37.5853;-1.56679
6.1925;-23.9446;-1.62336
6.4044;-23.9015;-1.62336
6.61852;-23.8656;-1.62475
7.03307;-23.7433;-1.62348
2.3491;-7.45039;-1.68616
7.85218;-23.4677;-1.62348
8.44681;-23.2074;-1.62497
3.74036;-9.25771;-1.66856
3.80306;-9.1814;-1.44742
3.84582;-9.06019;-1.49217
3.89772;-8.96415;-1.53869
3.17143;-7.12314;-1.68596
4.06019;-8.90928;-1.53952
3.29627;-7.06887;-1.6863
25.5652;-53.5986;1.975
4.49795;-9.22216;-1.67042
24.3916;-48.922;1.875
25.8708;-50.7744;1.825
20.9463;-40.2375;-0.900353
21.2155;-39.9005;-0.700988
21.2449;-39.1282;1.675
21.279;-38.3883;1.675
21.6868;-38.3313;1.675
12.3574;-21.4036;-1.62189
22.4888;-38.1784;1.675
22.8748;-38.0701;1.675
5.90216;-9.63145;-1.66884
17.4453;-27.9184;-1.4589
17.6672;-27.7319;-1.40221
4.24872;-6.54245;-1.68627
18.8083;-28.4162;-1.38261
4.36868;-6.47684;-1.68618
4.42327;-6.43589;-1.68641
4.47922;-6.39699;-1.68619
12.2773;-17.2121;-0.575
12.229;-16.8318;-0.575
26.9868;-36.4706;1.325
26.2587;-34.8465;1.275
6.86812;-8.9507;-1.66895
6.95068;-8.89647;-1.66895
11.84;-14.8849;-1.67854
25.574;-31.5813;1.225
25.637;-31.1002;1.225
25.5149;-30.4075;1.225
12.3886;-14.5052;-1.68125
18.7641;-21.5856;-1.22355
18.6827;-21.1169;-1.20692
5.22404;-5.80189;-1.6865
18.6067;-20.3057;-1.17102
18.5377;-19.8792;-1.15513
18.5718;-19.5706;-1.19023
18.4494;-19.105;-0.665904
18.388;-18.7117;-1.09951
19.6345;-19.6345;-0.454866
18.6172;-18.2951;-1.10133
19;-18.3481;-1.22223
19.6969;-18.6917;-0.498147
20.0495;-18.6964;-0.410311
19.9981;-18.3249;-0.649446
20.169;-18.1603;-0.421321
18.8103;-16.6419;-0.690798
5.88631;-5.11689;-1.68617
11.3265;-9.67371;-1.70779
19.0687;-16.0006;-0.679962
20.3046;-16.7378;-0.454922
17.2223;-13.9463;-1.49986
17.8304;-14.1829;-1.4694
23.563;-18.4095;1.125
8.55226;-6.56238;-1.71957
8.5525;-6.44477;-1.66938
8.5326;-6.31379;-1.66918
8.58436;-6.2369;-1.66916
8.63694;-6.16067;-1.66854
8.72118;-6.10663;-1.60083
8.77892;-6.03359;-1.60456
9.20543;-6.20914;-1.66949
17.5884;-11.6415;-1.33209
17.6136;-11.4384;-1.33432
13.1108;-8.35252;-1.79311
17.9545;-11.2192;-1.34068
18.2026;-11.1546;-1.34414
22.0781;-13.2659;-0.427841
22.0239;-12.9731;-0.417888
22.0555;-12.7337;-0.460823
22.0892;-12.4975;-0.458202
17.4062;-9.64839;-1.52717
17.6263;-9.57032;-1.54273
17.5611;-9.33739;-1.21759
17.6687;-9.19774;-1.21917
17.7489;-9.04349;-1.2192
17.7932;-8.87134;-1.31735
14.867;-7.25113;-1.49274
15.0415;-7.17441;-1.71712
21.8413;-10.1848;-0.388219
15.211;-6.93204;-0.701529
18.0657;-8.04335;-1.21162
18.1187;-7.87823;-1.21227
18.1981;-7.72462;-1.21457
21.3486;-8.84287;-0.485019
21.3781;-8.6373;-0.433555
21.2968;-8.38902;-0.379523
14.5367;-5.58013;-1.7927
18.5697;-6.94293;-1.21873
18.6567;-6.7905;-1.32074
6.15274;-2.1788;-1.67727
5.28119;-1.81846;-1.68372
5.66526;-1.89557;-1.6186
5.42568;-1.76291;-1.68409
5.55773;-1.75234;-1.68289
5.62938;-1.72108;-1.67656
5.64552;-1.67228;-1.68341
5.65852;-1.62255;-1.68412
5.70467;-1.58205;-1.68379
5.73669;-1.53714;-1.68474
5.66614;-1.46536;-1.67407
5.891;-1.46879;-1.67695
5.94911;-1.42825;-1.68483
5.98208;-1.38107;-1.68523
6.67084;-1.47889;-1.73547
6.53061;-1.38812;-1.7357
20.4789;-4.16648;-0.319177
20.2267;-3.93168;-1.30519
20.2818;-3.75901;-0.655442
19.6009;-3.45617;-1.27583
19.6007;-3.28002;-1.2199
19.6309;-3.10923;-1.21814
19.6693;-2.93959;-1.21896
19.6745;-2.76507;-1.21999
15.434;-2.03193;-1.7931
19.6342;-2.41077;-1.26448
19.7892;-2.2547;-1.22324
19.8814;-2.08962;-1.22292
21.0082;-2.02286;0.320868
20.5639;-1.79911;-1.3115
20.6243;-1.62317;-1.31397
20.6602;-1.44471;-1.31555
20.7214;-1.26737;-1.31732
21.021;-1.10167;-1.3319
21.1798;-0.924729;-1.34019
21.5142;-0.751292;-1.35668
21.69;-0.567973;-1.37374
22.0273;-0.384488;-1.39153
17.8648;-0.155904;-1.67133
17.8774;0;-1.61588
22.7902;0.198887;-1.47318
22.9522;0.400631;-1.47843
23.5979;0.617932;-0.51114
23.785;0.830589;-0.521282
24.0722;1.05101;-0.336502
24.234;1.27005;-0.5458
24.3771;1.49097;-0.455017
24.6426;1.72318;-0.568624
19.0408;1.49854;-1.67844
24.3943;2.13423;-1.00796
24.4642;2.35564;-1.01267
24.6591;2.59178;-1.02407
24.8652;2.83303;-1.0366
25.0855;3.08011;-1.04917
25.2889;3.32935;-1.06182
25.5127;3.58557;-1.07482
21.7957;3.25739;-1.38026
21.7422;3.44363;-1.37898
18.041;3.01902;-1.70915
27.37;5.32019;-0.885459
27.4943;5.59378;-0.994784
12.3113;2.61685;-1.76538
12.2512;2.71604;-1.76583
12.1967;2.81584;-1.48215
12.2051;2.9302;-1.48477
12.1254;3.02319;-1.13057
12.0468;3.1155;-1.17784
11.9961;3.21435;-1.12652
11.8121;3.27579;-1.37036
11.77;3.37499;-1.36901
11.8248;3.50266;-1.12198
11.7662;3.59728;-1.12047
11.7168;3.69429;-1.1195
11.6653;3.79028;-1.11846
11.5968;3.88025;-1.06647
11.4815;3.9534;-1.31232
11.465;4.05997;-1.31334
11.4896;4.18187;-1.46758
12.0019;4.48734;-1.50234
12.3324;4.73398;-1.78041
12.9797;5.11286;-1.78132
13.7437;5.55283;-1.79749
14.4228;5.97413;-1.798
24.9201;10.578;0.375
24.7108;10.7445;-1.38713
47.594;21.1902;0.675
24.7667;11.2868;-1.80191
46.1868;21.5373;0.675
45.4861;21.6957;0.675
44.4111;21.6607;0.675
44.0957;21.9853;0.675
43.2792;22.0519;-1.07007
42.8916;22.3279;0.675
43.131;22.9331;0.675
42.8013;23.2392;0.675
44.7417;24.8007;0.675
8.32809;4.71181;-1.73
39.6083;22.8679;-1.83847
39.0257;22.9879;-1.92177
38.5679;23.1739;-1.78228
7.6927;4.71409;-1.6732
7.43082;4.64329;-1.65994
7.19863;4.58603;-1.68227
7.1211;4.6245;-1.68303
7.53268;4.98577;-1.59996
7.42228;5.00639;-1.60017
7.4779;5.13942;-1.66628
12.7715;8.94271;-1.79344
7.47234;5.32997;-1.67529
7.3397;5.3326;-1.67447
30.9569;23.3277;-1.706
17.9272;13.756;-0.962922
31.3807;24.5173;-1.5613
40.5598;32.2627;0.675
12.6039;10.2065;-1.87797
6.23921;5.14321;-1.75073
38.8068;32.5628;0.675
38.3693;32.7705;0.675
38.1526;33.1655;0.675
16.138;14.2777;-1.05415
15.6921;14.1292;-1.2318
15.8391;14.5138;-1.15092
15.6646;14.6075;-1.30845
15.4264;14.6391;-1.33985
20.4748;19.7723;-1.22228
15.9023;15.6271;-1.45342
15.4214;15.4214;-1.46841
8.00928;8.44002;-1.75263
11.5955;12.4346;-1.3101
11.5556;12.6107;-1.32695
13.3294;14.8038;-1.78733
